texto,classe
"Um morre e dois ficam feridos em assalto no Paraná: Vítimas seguiam para o Paraguai, quando foram abordadas por ladrões. Dois suspeitos foram detidos, entre eles um adolescente de 17 anos.",tristeza
"Pelo menos sete pessoas morrem em desabamento de supermercado na Argentina. O desmoronamento de um supermercado em Neuquén, cidade considerada mais importante da Patagônia, na Argentina, provocou a morte de pelo menos sete pessoas. Bombeiros, policiais e voluntários trabalham nas buscas por vítimas. O acidente ocorreu há tręs dias. O ministro da Coordenaįão de Gabinete, Gabriel Gastaminza, confirmou neste domingo (28) as sete mortes. Uma pessoa permanece desaparecida.",tristeza
"Atirador mata 12 pessoas na estreia de Batman no Colorado. Um homem armado mascarado matou a tiros 12 pessoas e deixou cerca de 50 feridos na estreia de 'Batman - O Cavaleiro das Trevas ressurge' em um cinema da cidade americana de Aurora, no Colorado, informou nesta sexta-feira o chefe de polícia local.",tristeza
"Moradores do PI ficam isolados apķs rompimento de barragem: Governo usa helicķpteros e embarcaįões para resgatar famílias. Por medida de seguranįa, fornecimento de energia foi interrompido.",tristeza
"Mais uma noite violenta em SP, com oito mortos. Ao menos oito pessoas foram mortas e cinco feridas a tiros em mais uma noite de violęncia na Região Metropolitana de São Paulo.",tristeza
"Israel mata um palestino em Gaza, primeiro desafio para a trégua.  Testemunhas afirmam que o exército israelense disparou contra agricultores que tentavam retornar as suas terras situadas prķximo a fronteira",tristeza
"Judiciário vai fazer rodízio de presos em cadeias de Porto Alegre: Objetivo é abrir mais vagas nas penitenciárias da Região Metropolitana. Detentos vão cumprir pena com noites alternadas em casa e na cadeia.",tristeza
"Depois do Furacão Sandy, Haiti é atingido por forte temporal. Chuva intensa causou pelo menos 11 mortes e levou 3,4 mil pessoas a deixar suas casas.",tristeza
"Polícia prende 16 suspeitos de tráfico de drogas em SC: Grupo era investigado havia nove meses. Eles também teriam envolvimento em roubos e homicídio.",tristeza
"Comerciante desaparece apķs roubo no DF: Ęnio Souza, de 73 anos, está desaparecido desde o dia 23 de abril. Suspeita mais forte é de assaltado seguido de sequestro, diz polícia.",tristeza
"Trânsito consome até tręs horas do dia nas capitais, diz pesquisa: Paulistanos enfrentam congestionamento tręs vezes por dia. Metade dos entrevistados diz que não faz nada para melhorar a situaįão.",tristeza
"Partículas de drogas são detectadas no ar de Madri e Barcelona: Foram encontradas moléculas de pelo menos cinco drogas, entre elas, maconha, heroína e cocaína.",tristeza
"Lula sanciona lei sobre transparęncia nos gastos públicos: Projeto prevę divulgaįão em tempo real de União, estados e municípios. Prazo para adaptaįão vai de um a quatro anos.",alegria
"Rainha Elizabeth torna-se bisavķ. A rainha Elizabeth, de 84 anos, se tornou bisavķ pela primeira vez quando a mulher de seu neto Peter Phillips deu ā luz uma menina, informou o palácio de Buckingham nesta quinta-feira. A filha, com a canadense Autumn Phillips, nasceu nesta quarta-feira.",alegria
"Exposiįão na Califķrnia mostra fotos inéditas de Obama 'calouro': Imagens foram feitas por colega quando atual presidente era estudante. Algumas já haviam sido publicadas pela revista 'Time'.",alegria
"Mesmo com pandemia, populaįão pode ficar 'tranquila', diz Ministério da Saúde: Ministra interina informou que transmissão permanece 'limitada' no país. Segundo ela, há 52 casos de Influenza A confirmados no Brasil.",alegria
"'Não somos idiotas facilmente enganados', diz Fidel: Para ex-líder cubano, EUA querem Cuba como escravo, diz Fidel. Aos 82 anos, Fidel Castro se recupera de uma doenįa.",alegria
"EUA e China se comprometem a estender diálogo econômico: Países tiveram encontro sobre economia, em Washington. Americanos pediram liberalizaįão do setor financeiro aos chineses.",alegria
"Obama nomeia Thomas Shannon embaixador dos EUA no Brasil: Diplomata, que fala portuguęs, já tem aprovaįão da chancelaria brasileira. Ele substituirá Clifford M. Sobel, nomeado por George W. Bush.",alegria
"Ney Latorraca melhora e pode deixar CTI na semana que vem. Ator está acordado, sem febre e terá aparelho de respiraįão artificial removido",alegria
"Irmã de Carla Bruni dirige e atua no filme Atrizes: Produįão estreou neste fim de semana nos cinemas brasileiros. Em seu segundo longa, cineasta foi premiada no Festival de Cannes.",alegria
"Apķs integraįão, marca Itaú deve decorar fachadas das agęncias: Itaú Unibanco divulgou resultado do 1ē trimestre nesta terįa-feira. Banco já fechou a financeira Taií, para dar espaįo ā Fininvest.",alegria
"Governo se mantém otimista com meta de crescimento de 1% em 2009: Em reunião, Lula pediu esforįos para aumentar as exportaįões. Segundo ministro, previsão de crescimento no 4ē trimestre é de até 4%.",alegria
"Vendas 'mornas' do Wii derrubam lucro da Nintendo: Queda no trimestre foi de 61% em comparaįão com 2008. Consoles da empresa japonesa ainda lideram o mercado.",alegria
"Presidente do Senado reconhece recebimento irregular de auxílio-moradia: José Sarney recebe desde o ano passado mesmo tendo imķvel no DF. Ele mandou cancelar seu benefício e prometeu novas regras.",alegria
"Salão do Automķvel de Pequim é marcado por alta das vendas na China: Venda de veículos no país apontou alta de 25%, apesar da crise mundial. General Motors pretende exportar carros da China para os Estados Unidos.",alegria
"GM está perto de vender a Saab para sueca Koenigsegg, diz jornal: Venda de marcas deficitárias faz parte da estratégia da GM. Koenigsegg produz carros esportivos de alta performance.",alegria
"Pesquisadores criam ferramenta de diagnķstico ā la 'Jornada nas estrelas': Trabalho é da Universidade Loughborough, no Reino Unido. Feixe de luz passa por paciente e analisa sistema cardiovascular.",alegria
"Novo radar vai detectar voos em baixa altitude na fronteira amazônica: Equipamento pode identificar rotas de até 40 alvos simultaneamente. Aviões serão localizados se voarem abaixo de 300 metros de altura.",alegria
"Guardas resgatam bebę-gorila na República Democrática do Congo: Animal de 2 anos foi encontrado dentro de uma bolsa. Um homem foi preso no país africano.",alegria
"Novos livros exploram natureza assustadora das epidemias nos EUA: Pesquisadores analisam o tema em novas obras. Questão está em alta com a ameaįa da nova gripe.",alegria
"Alto consumo de laticínios na infância aumenta expectativa de vida, diz estudo: Pesquisa encontrou, 65 anos depois, crianįas que haviam sido alvo de estudo nos anos 30.",alegria
"Anvisa vai autorizar produįão de vacina antigripe nesta terįa-feira: Autorizaįão da agęncia vale para laboratķrios públicos e privados. Brasil, porém, ainda não recebeu insumo usado nas pesquisas.",alegria
"Várias cidades do mundo tęm paradas do orgulho gay neste sábado: Desfiles acontecem na Franįa, Polanda, Croácia, Grécia e Itália. Xangai comemora a primeira semana do orgulho gay.",alegria
"No PA, 5 sucuris, 5 jiboias e 1 tamanduá apreendidos ganham a liberdade: Animais foram devolvidos ā floresta no interior do estado pelo Ibama. Eles viviam no Museu Paraense Emílio Goeldi.",alegria
"Pai biolķgico de Sean está no plenário do STF para acompanhar julgamento: No último dia 2, Supremo suspendeu ida do garoto para os EUA. Ministros vão decidir se aįão para que ele fique no Brasil é legítima.",alegria
"Fim de semana deve ter temperatura baixa na maior parte do país: Segundo Cptec/Inpe, Sudeste terá tempo nublado, inclusive no litoral. Temperatura no Sul continuará baixa, principalmente na região serrana.",alegria
"Achado arqueolķgico sugere que lepra surgiu na Índia há cerca de 4.000 anos: Pesquisadores debatiam se origem da doenįa era asiática ou africana. Apesar de fácil detecįão e cura, moléstia ainda persiste no mundo.",alegria
"Maioria condena Dirceu, Genoino, Delúbio e mais sete réus por formaįão de quadrilha. O presidente do Supremo Tribunal Federal (STF), Carlos Ayres Britto, condenou ontem (22) 11 réus pelo crime de formaįão de quadrilha durante o julgamento da Aįão Penal 470, o processo do mensalão. A sociedade não pode perder a crenįa de que o Estado dará a resposta penal adequada", disse.",alegria
"Estudo mostra que substância melhora memķria em cobaia: Pesquisa com brasileiro estudou aįão de genes nos neurônios. Molécula dada a roedores impede que elos entre células nervosas suma.",alegria
"Videogames entram na medicina e tratam de depressão a tetraplegia: Jogos ajudam a 'treinar' o organismo a funcionar corretamente. Resultados são mais rápidos, e pacientes sentem menos dor.",alegria
"China retoma escavaįões arqueolķgicas do Exército de Terracota: Esperanįa é achar estátua de 'comandante' dos guerreiros milenares. Mausoléu do primeiro imperador chinęs, ali perto, ainda não foi estudado.",alegria
"Ex-diretores darão explicaįões sobre denúncias a senadores: Mesa Diretora vai ouvir Agaciel Maia e João Carlos Zoghbi. Eles são acusados de fraudes em contratos da Casa.",desgosto
"Ministério Público reprova contas da Fundaįão Sarney e decide intervir: Verba repassada pela Petrobras foi a aplicaįões, diz auditoria. Relatķrio fala em triangulaįão entre a fundaįão e outra entidade.",desgosto
"Suécia diz que OMS decidiu declarar pandemia da nova gripe: Reunião do comitę de emergęncia aconteceu em Genebra. Declaraįão oficial deve ser feita apķs o meio-dia (horário de Brasília)",desgosto
"Dois suspeitos são presos com guias de transporte de madeira falsas no PA: Madeireiros alegam ter transportado cargas de madeira em motos. Documentos fraudados servem para 'esquentar' madeira.",desgosto
"Ministério Público dá parecer sobre caso do menino Sean, dizem advogados: MP recomenda que menino seja devolvido aos Estados Unidos. Pai americano e padrasto brasileiro disputam guarda.",desgosto
"Rabino pede boicote a lojas que expõem manequins com roupas de banho: Manifesto aconteceu na cidade israelense de Tiberias. Os manequins são fotografias obscenas, afirmou.",desgosto
"Gol anuncia fim da Webjet e corte de 850 funcionários.  companhia aérea Gol informou nesta sexta-feira que vai demitir 850 funcionários como consequęncia do encerramento das operaįões de sua controlada Webjet. Serão demitidos trabalhadores da tripulaįão técnica, tripulaįão comercial e manutenįão de aeronaves, segundo nota enviada pela empresa.",desgosto
"China proíbe jogos de internet que simulem operaįões da máfia: Webgames reúnem jogadores em 'carreira mafiosa'. Produįões prejudicam 'moralidade e cultura chinesa', diz governo.",desgosto
"Obama diz que PIB do 2ē trimestre deve mostrar retraįão da economia: Números serão divulgados nesta sexta-feira. Presidente diz que desemprego ainda é problema 'enorme'.",desgosto
"Sandy causa cancelamento de mais de 15 mil voos em todo o mundo. Em funįão dos cancelamentos, as empresas aéreas tęm oferecido aos passageiros mudanįas de data sem a cobranįa de taxas ou o reembolso do valor pago.",desgosto
"Gol anuncia fim da Webjet e demissão de 850 funcionários. A Gol anunciou hoje o encerramento das operaįões da Webjet em sequęncia ao processo de aquisiįão da companhia no ano passado. Cerca de 850 funcionários da controlada serão demitidos no processo. O número inclui tripulaįões técnica e comercial, além do pessoal de manutenįão de aeronaves.",desgosto
"Perdedores sempre ficam insatisfeitos com resultado, diz presidente do Irã: Ahmadinejad disse que o Irã é um modelo de democracia para o mundo. Oposiįão acusa presidente de tentar dar golpe de Estado.",desgosto
"Atores de peįa que retrata Jesus como gay serão julgados por blasfęmia. Os atores e produtores de uma peįa de teatro que traz Jesus Cristo e os apķstolos como homossexuais serão julgados por 'blasfęmia' na Grécia e podem ser condenados a dois anos de prisão.",desgosto
"Explosão em mesquita mata 15 no Irã: Atentado também deixou cerca de 50 feridos. País tem eleiįões presidenciais em 12 de junho.",desgosto
"Depois da guerra, Faixa de Gaza vira 'ilha ā deriva': Quatro meses apķs ataque de Israel, territķrio palestino segue pressionado. Mas região deve voltar a ser o foco do processo de paz no Oriente Médio.",desgosto
"Presidente Lula visita desabrigados pelas enchentes no Piauí: Mais cedo, ele havia sobrevoado áreas mais atingidas. Depois, o presidente segue para visitar áreas afetadas no Maranhão.",desgosto
"Rapaz é preso com 53 CNHs falsas em Campo Grande: Segundo a polícia, ele vendia os documentos por até R$ 300. Ele teria dito ā polícia que aprendeu a fazer a falsificaįão pela web.",desgosto
"Camundongos atacam idosos em asilo na Austrália: Veterano de guerra teve ferimentos no rosto, no pescoįo e nas orelhas.",desgosto
"Aparentemente seguro, beisebol provoca várias contusões: Levantamento foi conduzido por pesquisadores nos Estados Unidos. Em 13 anos, 1,5 milhão de menores foram ao PS por conta dele.",desgosto
"GM pede mais dinheiro e Alemanha adia decisão sobre Opel: Montadora americana teria pedido mais dinheiro pela filial europeia. Destino da Opel pode ser definido nesta sexta-feira.",desgosto
"Obama deve se envergonhar por incluir Cuba entre países terroristas, diz Fidel: Relatķrio divulgado na semana passada põe ilha ao lado de Líbia e Sudão. Ex-líder cubano elogiou Obama, mas vę o presidente 'enredado'.",desgosto
"'Não é problema meu', diz Lula sobre crise do Senado: Presidente diz que não cabe a ele decidir permanęncia de Sarney na Casa. 'Eu não votei para eleger Sarney presidente do Senado', afirmou em SP.",desgosto
"Mohammed D'Ali é condenado a 21 anos pela morte de jovem inglesa: Jurados condenaram a 19 anos de reclusão pelo crime de homicídio. Outros dois anos da condenaįão foram referentes ā ocultaįão do cadáver.",desgosto
"ANP condena discurso de Netanyahu e rejeita novas imposiįões: Para Autoridade Nacional Palestina, refugiados não foram considerados. Movimento islâmico Hamas também condenou o discurso deste domingo.",desgosto
"Vice-presidente dos EUA questiona vitķria de Ahmadinejad no Irã: Joe Biden criticou repressão ā liberdade de expressão. Reeleiįão pode dificultar diálogo entre os dois países.",desgosto
"Água tratada contém restos de café e de remédios, alertam cientistas: Pesquisadores detectaram substâncias perigosas na água potável. Falta de legislaįão dificulta a resoluįão do problema.",desgosto
"Curitiba registra manhã mais fria do ano: Termômetros marcaram 9,6ēC entre 6h e 7h desta terįa-feira. Segundo Inmet, ar seco e poucas nuvens provocaram baixa temperatura.",desgosto
"Com fim da Webjet, passageiros reclamam de voos cancelados e remarcados no Rio. Apķs a companhia aérea Gol ter anunciado hoje (23) o fim da empresa Webjet, passageiros reclamam de voos cancelados e remarcaįão sem aviso prévio no Aeroporto Santos Dumont.",desgosto
"Rússia não vai interromper vendas de armas para a Síria. O vice-ministro da Defesa russo, Anatoly Antonov, afirmou nesta quinta-feira que o país não vai interromper a venda de armas para a Síria, mesmo apķs esforįos da comunidade internacional pelo fim da repressão violenta do regime do presidente Bashar al-Assad ās manifestaįões da oposiįão.",desgosto
"Autoridades do Irã bloqueiam pela 3Ē vez Facebook, usado por Moussavi: Redes de celular também tiveram problemas. Opositor ao presidente do Irã diz que houve fraudes em eleiįão.",desgosto
"Paciente escreve bilhete implorando para deixar UTI no Paraná. No bilhete, escrito por uma paciente que esteve internada na unidade em que a médica trabalhava, publicado no portal G1, continha trechos em que a paciente implorava para a filha tirar ela de lá: 'Eu preciso sair daqui pois tentaram me matar desligando o aparelho'.",medo
"Professora diz ter medo de dar aula apķs ameaįa de aluna em Ribeirão. Docente alega que adolescente quer agredi-la dentro de escola estadual.",medo
"Homem é assaltado e mantido refém dentro do carro em Belo Horizonte. Um homem de 53 anos foi assaltado e mantido refém dentro do prķprio carro, na noite dessa quinta-feira, no Bairro Sion, Centro-Sul de Belo Horizonte.",medo
"Atirador abre fogo em shopping nos EUA. Segundo a imprensa local, duas pessoas morreram e uma ficou ferida. Jornal do Oregon diz que homem usava uma arma automática.",medo
"Vítimas vivem momentos de tensão durante assalto em Santa Inęs, MA. Cinco pessoas viveram momentos de tensão em Santa Inęs, MA. Eles foram trancados nos fundos de um restaurante por assaltantes, que fugiram levando o carro do proprietário do local.",medo
"Funcionários da Gol passam a usar máscaras em aeroportos: Medida é usada como forma de prevenįão contra a gripe suína. Segundo o Ministério da Saúde, há quatro casos suspeitos no país.",medo
"Hizbollah ameaįa retaliar com milhares de mísseis caso israel ataque o líbano. O líder do hezbollah afirmou neste domingo que o movimento xiita poderá lanįar 'milhares de mísseis' contra tel aviv, caso o estado de israel ataque o líbano.",medo
"Cientistas temem que máquinas superem humanos em inteligęncia: Um dos receios é a exploraįão criminosa da inteligęncia artificial. Grupo debate imposiįão de limites ās pesquisas.",medo
"SP cancela feira de profissões por causa da nova gripe: Evento seria realizado entre os dias 4 e 6 de agosto. Instituiįão ainda não tem previsão de uma nova data.",medo
"Nova York e Washington estão em estado de emergęncia. O presidente dos Estados Unidos, Barack Obama, decretou estado de emergęncia em Washington, na Columbia, em Nova York e Massachusetts, além de Maryland, como medida de precauįão ā chegada do Furacão Sandy, prevista para esta segunda-feira.",medo
"Criminosos fazem pai e filho reféns no interior de São Paulo.Crime aconteceu na rodovia Régis Bittencourt, na noite desta segunda (21). Vítimas foram amarradas, conseguiram se soltar e avisar a polícia.",medo
"Terceiro dia seguido de ataques criminosos e ônibus incendiados em Florianķpolis.Pelo terceiro dia seguido, a Grande Florianķpolis viveu uma noite de verdadeiro terror. Além de quatro ônibus incendiados, uma creche desativada foi também incendiada.",medo
"Sírios voltam a enfrentar bombardeios. A organizaįão disse que os bairros mais atingidos pela violęncia em Damasco são Midane, Nahar Aicha e Mazzé.",medo
"Australiana acorda na madrugada e acha cobra enrolada no braįo da filha. Incidente ocorreu em Lismore, no estado da Nova Gales do Sul. Tess Guthrie acordou apķs ouvir os miados de sua gata de estimaįão.",medo
"Polícia catarinense escoltará ônibus apķs onda de ataques. Policiais vão escoltar os ônibus que circulam em regiões catarinenses onde ocorreram ataques violentos nos últimos dias.",medo
"México tem mais quatro mortes em pacientes da nova gripe: Número de mortos eleva-se a 89, diz Ministério da Saúde. Sķ uma minoria de casos é recente, segundo o governo.",medo
"Prefeitura de SP decide adiar retorno ās aulas na rede municipal: Estudantes voltarão ās escolas no dia 17 de agosto. Medida foi tomada por causa da nova gripe.",medo
"Explosões em bancos assustam municípios no interior do Estado.  Quadrilhas tęm levado medo a populaįões das regiões sul e sudoeste. Sķ no ano passado foram explodidas 40 agęncias e 56 arrombadas.",medo
"EUA temem que armamentos acabem nas mãos de extremistas. O secretário de Estado dos Estados Unidos, John Kerry, expressou nesta segunda-feira sua preocupaįão que as armas destinadas ā oposiįão síria acabem em 'mãos erradas'.",medo
"Libertaįão de Maníaco do Anchieta causa revolta em vítimas. Estou com muito medo até de sair de casa. Agora, é eu que estou presa e o agressor nas ruas. Essa foi a reaįão de uma das 16 mulheres que acusam de crime sexual o ex-bancário Pedro Meyer Ferreira Guimarães.",medo
"Golfinhos treinados para matar escapam de base militar na Ucrânia. O exército ucraniano treina os animais para desarmar minas e matar mergulhadores inimigos",medo
"Medo e violęncia acompanham taxistas na madrugada de Porto Alegre. Marcada por assaltos e agressões, rotina de tensão dos motoristas é registrada por ZH",medo
"EUA confirmam 11 mortes em pacientes da nova gripe: Morte de mulher de 50 anos em Nova York foi confirmada. País tem 7.927 contaminados, segundo agęncia do governo.",medo
"Brasil tem 977 casos de nova gripe: Nesta quarta (8), ministério confirmou 72 novos casos da doenįa. A partir da prķxima semana, boletins serão semanais.",medo
"Assaltos a postos de combustíveis crescem 70% no RS, diz polícia. Levantamento aponta 338 ocorręncias em 2011 e 574 no ano passado. PM reconhece alta e diz que postos mais vulneráveis são monitorados.",medo
"Homem armado invade lanchonete e faz reféns em Porto Alegre. Homem reagiu a uma abordagem da Brigada Militar e invadiu local armado.",medo
"Eu estava com medo que eles atirassem, afirma testemunha de assalto a restaurante na Capital. Apķs trauma, jovem afirma que não quer mais ir ao restaurante assaltado no bairro Rio Branco na noite passada",medo
"Terremoto de 6,3 graus sacode a costa oeste do Canadá. Não há informaįões sobre danos graves ou alertas de tsunami.",medo
"Fiorella Mattheis foge de arrastão no Rio: 'Eu vivi momentos de pânico'. 'Arrastão e tiroteio na Linha Vermelha perto da Baixada sentido RJ. Pânico total, voltei na contramão...Vivi há poucos minutos um momento de pânico e medo total.",medo
"Prefeitos baianos que iam a Brasília tomam um susto em voo da Avianca. Depois de decolar de Ilhéus, o sistema de climatizaįão da aeronave quebrou e o avião teve de retornar a Salvador. Os passageiros viajaram com a temperatura, dentro da nave, acima dos 50 graus. Foram momentos de apreensão e medo, contou o prefeito de Camaįari.",medo
"Líder do governo no Congresso diz que oposiįão tem atitude autoritária: Ideli Salvatti (PT-SC) criticou impasse sobre relatoria da CPI das ONGs. Lula alterou agenda para receber Múcio, Temer e líderes do governo.",neutro
"Obama é reeleito presidente dos Estados Unidos. O presidente dos Estados Unidos, Barack Obama, foi reeleito na madrugada desta quarta (7) no horário de Brasília e estará ā frente do país por mais quatro anos junto ao seu vice, Joe Biden.",neutro
"Serra pede a Lula antecipaįão de R$ 300 milhões para o trecho sul do Rodoanel: Parcela do governo federal deveria ser liberada apenas no ano que vem. Segundo governador, obra está adiantada e deve sair antes do fim do ano.",neutro
"Marcha da maconha reúne 2 mil pessoas no Recife, segundo organizaįão: Manifestaįão foi realizada na área histķrica da capital pernambucana. Justiįa autorizou evento desde que fosse acompanhado pela polícia.",neutro
"Lula reassume Presidęncia apķs viagem ao Paraguai: José Alencar, que está internado, era o presidente em exercício. Lula deve passar fim de semana em Brasília.",neutro
"Panamenhos vão ās urnas para eleger novo presidente: Empresário Ricardo Martinelli, da oposiįão, é o favorito; país enfrenta a crise com queda de receita pelo uso do Canal.",neutro
"Papa pede que ONU seja solidária aos pobres ao debater crise: Bento XVI se referiu a conferęncia sobre a crise econômica mundial. Solidariedade, para ele, pode fazer a atual crise virar oportunidade.",neutro
"Moratķria da Soja na Amazônia é renovada e quer ampliar aįões: Empresas boicotam grão produzido em áreas desmatadas depois de 2006. Acordo firmado com ONGs e MMA terá validade até julho de 2010.",neutro
"Papa dá adeus ao Oriente Médio e pede reconhecimento do Estado palestino: Bento XVI quer que a soluįão de dois estados vire 'realidade' e traga paz. Pontífice visitou o Santo Sepulcro em seu último dia de peregrinaįão.",neutro
"Currículo proposto por MEC 'é ideia minha', diz Paulo Renato: 'Estão reinventando o que já está inventado', disse o secretário de SP. Segundo ele, as propostas constam de resoluįão de 1998 do CNE.",neutro
"Mulher de Berlusconi diz que vai entrar com pedido de divķrcio: Veronica Lario acusou marido de 'se relacionar com menores'. Primeiro-ministro italiano se recusou a comentar o caso.",neutro
"Movimentos LGBT fazem manifestaįão na rampa do Congresso: Aįão aconteceu durante seminário sobre o tema. Participantes pedem a criminalizaįão da homofobia.",neutro
"Polícia distribui panfletos para incentivar denúncias: Cartões comeįaram a ser distribuído em região onde houve assassinato. Além de dados sobre assassino, policiais pedem informaįões sobre vítima.",neutro
"Espanholas oferecem serviįo doméstico sexual: Trabalho mistura atividades como cozinhar, lavar e passar com atividades erķticas.",neutro
"EUA e Israel dizem que negociaįão é 'produtiva': No entanto, enviado especial dos EUA e premię israelense não discutiram assentamentos.",neutro
"Hamas diz que acordo foi alcanįado e trégua entra em vigor esta noite. Um porta-voz do Hamas no Cairo confirma o cessar-fogo e diz que a trégua entra em vigor ā meia-noite (20h, no horário de Brasília). Fontes ligadas ao governo de Israel também confirmaram o anúncio do presidente egípcio, Mohamed Mursi, de que ataques serão suspensos ainda nesta terįa-feira, na Faixa de Gaza, mas Tel Aviv diz que negociaįões ainda estão em curso.",neutro
"Na reta final da campanha, embate pela Casa Branca segue indefinido nos EUA. A disputa pela Casa Branca entrou em sua reta final bastante acirrada. O presidente dos Estados Unidos e candidato ā reeleiįão, o democrata Barack Obama, e o aspirante republicano Mitt Romney aparecem muito prķximos nas pesquisas, a exatamente 17 dias da grande marcha ās urnas, em 6 de novembro.",neutro
"Reforma tributária é o Frankenstein do Frankenstein, diz governador de SP: Para José Serra, propostas em discussão no Congresso são um horror. Mesmo sem consenso, governo quer votaįão antes do recesso de julho.",neutro
"Barack Obama e Mitt Romney: a incķgnita das eleiįões americanas. Pelo equilíbrio entre os dois candidatos e pelas diferentes propostas em meio ā crise, os americanos dizem amanhã se querem mais Obama ou se rejeitam o seu governo.",neutro
"Câmara aprova texto base do projeto com mudanįas na lei eleitoral: Propaganda na internet foi regulamentada com restriįões. Deputados votam agora destaques que podem mudar o texto já aprovado.",neutro
"Preįos por atacado sobem e IGP-10 tem alta apķs dois meses de deflaįão: Indicador ficou em 0,17% em maio, segundo a FGV. Preįos ao consumidor subiram menos em comparaįão com abril.",neutro
"Mineradora promete recontratar milhares de grevistas na África do Sul. Maior mineradora de prata do mundo, a Anglo American Platinum concordou em recontratar os 12 mil mineiros demitidos por terem participado em greves ilegais nas últimas semanas.",neutro
"África espera apoio de Obama para desenvolvimento regional. Ao parabenizar hoje (7) o presidente reeleito dos Estados Unidos, Barack Obama, o presidente da África do Sul, Jacob Zuma, apelou para que ele mantenha o apoio ao desenvolvimento do Continente Africano.",neutro
"Petrobras anuncia mudanįa em divulgaįão de informaįões em blog: Blog da empresa divulga questionamentos da imprensa e respostas. Material agora sķ será divulgado no dia da publicaįão de reportagem.",neutro
"Gabrielli destaca 'rapidez' na extraįão de ķleo em Tupi: Barril foi entregue no Rio de Janeiro ao presidente Lula. Gabrielli disse que 'foi ās lágrimas' com extraįão do primeiro ķleo de Tupi.",neutro
"Joaquim Barbosa assume hoje a presidęncia do Supremo Tribunal Federal. Protagonista do julgamento da Aįão Penal 470, que resultou na condenaįão de 25 envolvidos com o escândalo do mensalão, Joaquim Barbosa chega nesta quinta-feira ao cargo máximo do Poder Judiciário brasileiro.",neutro
"Diretor do Senado vai a SP apresentar relatķrio de atos secretos a Sarney: Haroldo Tajra sķ aguarda espaįo na agenda do presidente do Senado. Relatķrio deve ser divulgado na prķxima segunda-feira (3), em Brasília.",neutro
"Entre Amazônia e Andes, ruínas revelam civilizaįão anterior aos incas: Chachapoyas construíam casas redondas no alto das montanhas. Estudiosos tentam descobrir como cidades desapareceram.",neutro
"Energia do impacto sobre Felipe Massa foi 30% da letal, estima engenheiro: Perito em acidentes automotivos ressalva que adotou premissas. Detalhes que sķ a perícia vão revelar indicarão números exatos.",neutro
"SUS está preparado para enfrentar nova gripe, diz Ministério da Saúde: Sistema de Saúde tem 68 unidades de referęncia. Ministério alerta para o risco de automedicaįão.",neutro
"Site da bolsa de Nova York sofre ataque de hackers: Criminosos sobrecarregaram servidores da NYSE Euronext. Segundo operadora, ataque não afetou sistemas de negociaįão.",raiva
"Coreia do Norte se diz pronta para 'guerra sagrada' com vizinho. O ministro norte-coreano das Forįas Armadas, Kim Yong-chun, disse hoje que o país está preparado para travar uma 'guerra sagrada' de poderio nuclear com a vizinha Coreia do Sul, apķs novos exercícios militares comandado por Seul na região da fronteira hoje.",raiva
"Mãe divulga na web fotos dos filhos com armas, diz polícia: Imagens mostram garotos de 12 , 13 e 16 anos simulando um assalto. Ela vai responder pelo crime de apologia ao crime em Campo Grande.",raiva
"Para mim, não existiu', diz Aldo Rebelo sobre mensalão: Deputado prestou depoimento como testemunha de Dirceu e Jefferson. Até 5 de junho, 96 testemunhas serão ouvidas em SP.",raiva
"Indonésia é acusada de matar filho de 9 anos por ter 'pęnis pequeno'. Ela afirmou ā polícia que menino teria 'futuro sombrio'. Teste psicolķgico vai avaliar a condiįão mental dela.",raiva
"PF investiga despejo de lixo vindo da Europa nos portos do Brasil: Toneladas de sujeira desembarcaram escondidas em contęineres. Cinco empresas foram multadas pelo Ibama.",raiva
"Jovem fingia ser modelo para aliciar crianįas na web. Guilherme Donin é suspeito de chantagear menina de 12 anos na internet.",raiva
"Vândalos destroem posto de saúde e deixam moradores sem atendimento. Caso aconteceu no bairro Jardim Sabiá, em Ponta Grossa, nesta quinta. Além de quebrar porta de vidro, vândalos furtaram computador.",raiva
"Suspeito de estupro deixa filho sozinho no carro enquanto comete o crime. Homem se passou por policial e disse que a jovem de 20 anos, que tinha acabado de sair do trabalho, era investigada por tráfico de drogas.",raiva
"Mãe é indiciada por morte de bebę agredido por seu namorado nos EUA. Jovem de 21 anos pagou fianįa de US$ 50 mil para ser liberada. Segundo a polícia, ela sabia que namorado agredia a filha.",raiva
"Mulher confessa que matou filha afogada em São Paulo. Segundo a Polícia Civil, a mãe tentou asfixiar a crianįa com um travesseiro, sem ęxito. Depois, encheu uma pia de água, onde afogou a menor. ",raiva
"Prefeitura de Pato Branco, no PR, é incendiada por vândalos. Caso aconteceu na madrugada de domingo (9); ninguém se feriu. Na praįa do Centro da cidade, a decoraįão de Natal também foi danificada.",raiva
"Morre vítima de estupro coletivo na Índia. Estudante de medicina de 23 anos foi estuprada por quase uma hora. Caso chocou o país e gerou protestos.",raiva
"Elefante tem presas e cauda cortadas por caįadores e morre na Índia. Ataque ocorreu nesta quinta (6) em Goalpura, no nordeste do país. Em foto, animal aparece deitado em poįa de lama apķs lutar pela vida.",raiva
"Caso de bebę estrangulado em roubo de carro choca a China. Suspeito matou crianįa que dormia no carro e enterrou corpo na neve.",raiva
